,epsilon,rho,alfa,Eta_re,Eta_ce,Gamma_re,Gamma_ce,Nu_re,Nu_ce,k_re,k_ce,labor_growth_N,labor_growth_S,lambda_S,sigma_utility,size_factor,β_T,CO2_base,CO2_Disaster,qsi,δ_S,S_0,Yre_N_0,Yce_N_0,Yre_S_0,Yce_S_0,region
0,3.0,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
1,3.777777778,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
2,4.555555556,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
3,5.333333333,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
4,6.1111111110000005,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
5,6.888888889,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
6,7.666666667,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
7,8.444444444,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
8,9.222222222000001,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
9,10.0,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
10,3.0,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
11,3.777777778,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
12,4.555555556,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
13,5.333333333,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
14,6.1111111110000005,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
15,6.888888889,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
16,7.666666667,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
17,8.444444444,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
18,9.222222222000001,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
19,10.0,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
20,3.0,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
21,3.777777778,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
22,4.555555556,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
23,5.333333333,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
24,6.1111111110000005,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
25,6.888888889,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
26,7.666666667,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
27,8.444444444,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
28,9.222222222000001,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
29,10.0,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
30,3.0,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
31,3.777777778,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
32,4.555555556,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
33,5.333333333,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
34,6.1111111110000005,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
35,6.888888889,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
36,7.666666667,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
37,8.444444444,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
38,9.222222222000001,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
39,10.0,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
40,3.0,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
41,3.777777778,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
42,4.555555556,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
43,5.333333333,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
44,6.1111111110000005,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
45,6.888888889,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
46,7.666666667,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
47,8.444444444,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
48,9.222222222000001,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
49,10.0,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
50,3.0,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
51,3.777777778,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
52,4.555555556,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
53,5.333333333,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
54,6.1111111110000005,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
55,6.888888889,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
56,7.666666667,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
57,8.444444444,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
58,9.222222222000001,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
59,10.0,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
60,3.0,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
61,3.777777778,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
62,4.555555556,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
63,5.333333333,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
64,6.1111111110000005,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
65,6.888888889,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
66,7.666666667,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
67,8.444444444,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
68,9.222222222000001,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
69,10.0,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
70,3.0,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
71,3.777777778,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
72,4.555555556,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
73,5.333333333,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
74,6.1111111110000005,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
75,6.888888889,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
76,7.666666667,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
77,8.444444444,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
78,9.222222222000001,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.504844593336377,376.0095398527189,3685.529031718468,0.0988532482904189,0.00312313865383178,2128.9477370947334,10.7139,39.9564,5.54137,83.70293000000001,asia
